Year,Brand,Model Tier,OS,Network Type,Dual Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,StorageGB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,PriceClass
2018,Sony,Budget,Android,4G,Yes,No,2698,5.67,6,128,24,206,1.27,2.93,0
2024,vivo, MIDRANGE,Android,5G,Yes,Yes,3561,6.68,12,128,64,260,2.88,5.96,3
2018,Oppo,Midrange,Android,4G,Yes,No,3228,5.39,8,128,48,242,2.19,3.9,2
2024,Apple,Budget,iOS,5G,No,Yes,3267,6.55,8,128,48,228,2.48,5.08,2
2017,Oppo,Midrange,Anroid,4G, YES,No,3105,5.7,8,128,16,244,2.11,3.42,2
2017,Sony,BUDGET$,Android,3G,No,No,3031,5.19,6,64,8,253,1.54,1.93,0
2020,Samsung,Midrange,Android,4G,Yes,No,3223,5.43,8,256,48,221,2.28,4.07,3
2017,GOOGLE,Midrange,Android,4G ,Yes,No,3276,5.56,4,128,32,240,2.19,4.57,1
2018,Nokia,budget,Android ,4G,No,No,3180,5.43,3,128,NA,225,2.04,2.87,1
2018, xiaomi, Budget, Android, 4g,Yes,No,2770,4.86,4,32,32,216,1.64,3.44,0
2022,Huawei,Flagship,HarmonyOS,5G,Yes,Yes,3918,6.81,8,256,64,260,3.03,6.08,3
2021,OnePlus,Budget,Android,4G,No,No ,2772,5.7,4,64,64,225,2.08,3.75,1
2019,Huawei,Budget,harmonyos,4G,Yes,no,2752,5.08,4,64,16,233,1.86,3.23,0
2017,Xiaomi,Flagship,Android,4G,yes,No,2828,5.66,8,128,32,260,2.9,3.61,2
2015,Motorola,Midrange, android!,4G,YES,No,2828,5.17,6,128,16,210,1.73,3.11,0
2024,samsung!,Midrange,Android,4G,Yes, NO ,4696,6.79,8,256,48,260,2.64,5.0,3
2016,Motorola,Midrange,Android,3G, YES,No ,3435,5.27,6,256,12,237,2.5,2.69,1
2023,Apple,Midrange,iOS,5G, NO*,Yes ,4004,6.64,8,256,48,260,2.6,4.76,2
2021, Xiaomi,Budget,Android, 4G,No,no,2929,5.57,6,128,32,210,2.13,4.33,1
NA,NA,Midrange,Android,4G,Yes, No,3397,6.02,6,128,32,260,1.92,4.2,2
2023,Xiaomi,Midrange,Android,4G ,Yes,No,4939,6.06,8,256,64,260,2.42,4.7,3
2023,Samsung,Midrange,Android,4G,Yes,No ,3898,6.11,8,256,64,242,2.64,5.39,3
2015,Samsung,Midrange,Android,4G,Yes,NO *,2766,5.34,6,32,32,230,1.97,2.72,1
2023,oneplus,Midrange,Android,5G!,No,Yes,3737,6.48,12,128,48,258,2.64,5.27,3
2020,Motorola,Budget,android,4G ,Yes,NO,3449,5.43,4,64,32,246,2.53,3.16,1
2015,OnePlus,Flagship,android,3G,NO,No,2938,5.33,6,256,32,258,NA,4.02,2
2024,SMSUNG$,Midrange,Android,4G,No,No,3983,6.51,8,256,64,260,3.17,6.24,3
2020,Huawei,Budget,Android*, 4G ,no,No,2788,6.01,6,128,16,258,2.25,3.46,0
2016,APPLE,Midrange,iOS,3G,No,No,2535,5.04,4,256,16,221,1.99,3.5,1
2018,Huawei,BUDGET,Android, 4g ,No,NO,2967,5.27,3,128,32,229,1.86,3.38,0
2019,Xiaomi,Flagship,Android,4G,Yes,No,3659,6.57,8,256,64,260,3.26,5.24,3
2017,Samsung,Budget,Android, 4G,No,No,2640,4.83,2,64,8,238,1.71,2.18,0
2016,Xiaomi,Midrange, android,4G , no,No,3075,5.24,3,128,32,240,1.94,2.75,0
2021,OnePlus,Midrange,Android, 5G ,NA,Yes,3547,6.18,8,128,48,220,2.76,5.18,2
2024,Vivo,Budget,Android,4G,Yes,No,3244,6.48,8,256,48,258,2.18,5.14,2
2022,Apple, midrange,iOS,4g,No,No,4115,6.08,8,256,32,260,2.66,5.5,3
2020,OPPO,Budget,Android,4G,Yes,No,3526,5.63,6,64,32,241,1.6,2.89,1
2021, MOTOROLA ,budget, Andrid ,4G, No*,no#,3551,5.14,6,64,48,204,1.88,2.7,1
2024,Apple,Budget,iOS,4G,No,No,4216,6.02,8,32,24,236,1.72,5.11,2
2024,Samsung, Budget $,Android,5G,No,Yes,NA,5.78,8,32,64,239,2.36,4.58,2
2020,Nokia,Midrange,Android, 4G,Yes,No,3480,6.48,6,128,24,244,2.62,4.01,1
2016,Motorola,BUDGET*,ANDROID,3g,Yes,No,2100,5.12,3,32,16,227,1.4,2.83,0
2017,Samsung,Budget, Android, 4G,Yes,No,2887,5.09,4,64,24,247,1.71,2.68,0
2019,Samsung,Midrange,Android,4G,Yes,NO,3014,5.89,6,128,24,260,2.09,3.73,1
2021,Apple,Midrange,iOS,4G, NO #,No,4002,5.78,6,256,48,251,2.43,4.53,2
2023,Samsung, Budget,Android,5G,Yes,Yes,3611,6.24,6,64,32,240,2.13,4.35,1
2022,Google,BUDGET,Android,4G,YES,No,3508,5.52,8,256,32,238,2.19,4.46,1
2019,Vivo,Budget,Android,4G,Yes,No,3104,5.3,6,64,48,224,2.05,3.46,1
2015,APPLE,Midrange, iOS ,4G*,No,No,3128,5.14,3,128,32,248,2.42,2.22,1
2019,Oppo #,Midrange,Android, 4G,Yes,NO ,3720,5.27,4,128,48,245,2.07,3.9,0
2024,Samsung,Budget,Android,5G,Yes, yes ,4299,5.9,4,128,32,255,2.53,4.4,2
2022,Xiaomi#,Midrange,Android#,4G ,Yes,No,3685,6.02,8,256,48,260,2.8,5.31,3
2022,XIAOMI ,Midrange,Android,4G,No,no,3552,6.12,12,256,48,260,2.51,5.75,3
2024,VIVO,Budget, ANDROID,4G,no,No,4206,5.54,6,128,64,243,2.55,3.73,2
2022,Apple,Midrange,ios,4g,No,No,3908,6.3,8,256,48,255,2.43,4.96,2
2021,Nokia,Midrange, Android,4G,Yes, No,3710,5.98,6,128,48,260,2.33,5.15,2
2021,HUAWEI,Midrange,NA,4G,Yes,No,4345,6.2,8,128,32,236,2.82,4.92,2
2022,XIAOMI ,Midrange,Android,5G, NO,Yes,3279,5.88,6,256,64,260,2.48,5.41,3
2016,Sony,Budget,Android ,3G,Yes,NO,2387,5.06,3,32,16,260,1.49,2.2,1
2021,Oppo,Midrange,Android,4G,yes,No,3219,6.24,6,256,64,236,2.91,4.73,2
2020,Google,Flagship !,Android,4G,Yes,No$,3679,6.71,12,256,64,251,2.92,5.07,3
2024,Sony,Midrange,Android,5G,No, YES,4225,6.57,8,256,48,260,2.57,5.07,3
2021,Oppo#,Flagship,Android,4G,Yes,No,3951,6.44,12,256,48,233,2.44,6.64,3
2019,Xiaomi,Budget, ANDROID!,4G,Yes,no,2926,5.73,2,64,8,248,2.16,3.03,0
2018,VIVO#,Budget,Android,4G,Yes, NO,3003,5.28,4,32,24,227,1.48,2.95,0
2021,Apple, Budget,iOS,4G , No,No,2902,5.2,6,32,32,195,1.8,4.24,1
2024,Apple,Flagship, IOS ,5G,No,Yes,4002,6.7,12,256,64,260,2.95,7.04,3
2016, APPLE ,Midrange,iOS,4G,no ,No,2994,5.01,6,128,32,240,2.28,3.22,1
2019,samsung,Midrange,android ,4G,Yes,No,3471,5.45,6,NA,32,231,2.39,3.67,1
2023,Vivo,Budget,Android,4G,No,No,3386,6.02,8,128,48,255,2.27,3.93,2
2017,Oppo ,Budget,Android,4g,Yes,NO,2126,4.44,4,64,16,242,2.02,2.99,0
2018,oneplus,Budget,Android,4G,Yes,No,2912,5.03,3,64,12,249,1.85,3.05,0
2021,Huawei,Midrange,HarmonyOS,4G,Yes*,No,3901,6.76,6,128,48,238,2.49,4.47,2
2022,Oppo,Midrange,Android,4G,Yes,No,3433,6.47,8,256,48,260,2.41,5.22,2
2021, Google ,Midrange!,Android,4G,No,No,3868,5.73,8,256,48,236,2.4,4.18,3
2015,Oppo ,Midrange,ANDROID,4G,No,no ,3219,5.03,6,128,24,NA,2.16,2.67,0
2015,Motorola,Flagship,Android,3G,Yes,No,NA,5.49,6,256,32,260,2.39,3.34,1
2017,Huawei,BUDGET,HarmonyOS,4G ,Yes ,No,2866,5.19,3,128,8,238,1.31,2.6,0
2015,ONEPLUS,Budget,android,4G,Yes,No,2880,4.44,4,64,16,234,2.28,2.29,0
2021,Apple, Budget !,iOS,4G,no ,No,2802,5.73,6,64,48,240,2.05,2.99,1
2018,okia ,Budget,Android,4g,Yes,No ,2474,5.26,4,64,32,229,2.19,2.21,0
2021, Xiaomi,Midrange,Android #,4G,No,NO,3317,5.68,8,128,32,251,2.39,4.51,1
2023,Motorola,Midrange,ANDROID,5G,No,yes ,3618,6.31,8,256,32,222,2.44,5.8,2
2016, Motorola,Flagship,android ,4G,Yes,No,3490,5.14,8,256,48,243,2.7,3.45,3
2017,Motorola,Budget,Android,4G,Yes,No,2805,5.15,4,32,24,260,1.2,2.36,0
2017,Huawei,Flagship ,anroid $,4G,No,No,3871,4.95,8,256,48,222,2.68,4.5,3
2018,Samsung,Flagship,Android,4G,Yes,No,4412,6.14,8,128,48,260,2.53,4.65,3
2022,Xiaomi,Flagship,Android,5G,YES,Yes,4141,6.63,12,512,64,258,2.2,6.35,3
2017,Oppo,Budget,Android,3G,Yes,No,NA,5.05,4,128,24,207,1.7,1.89,0
2020, Sony,Midrange,Android,4G,No,No,3504,5.89,8,256,64,219,2.18,4.17,2
2022,Xiaomi,Budget#,Android,4G,Yes,No,2711,6.18,6,128,48,241,1.81,3.61,2
2018,Sony, Budget,Android,4G,No,NO,2963,5.26,4,128,8,204,1.9,NA,0
2015,Apple,Budget,iOS,3G,No,No,1965,5.38,2,128,8,229,1.96,2.18,0
2022,Samsung, midrange,Android,4G,Yes,No,3990,6.18,NA,256,64,253,3.04,4.84,3
2023,Google,Midrange ,Android,4G, Yes*,No,3920,6.26,8,256,64,254,3.01,5.23,3
2019,Nokia,MIDRANGE ,androi,4G,YES,No,3945,5.91,6,128,32,260,2.69,4.45,1
2018,Samsung,Midrange,android,4g,Yes,NO ,3497,5.1,4,128,32,257,2.17,3.6,1
2023,OnePlus,midrange ,ndroid ,4G,No,No,4359,6.04,8,256,32,225,2.22,6.1,2
2022,Nokia,Budget,Android,5G,YES ,Yes,2821,5.4,6,128,32,232,2.19,4.6,2
2021,oneplus ,Midrange,Android,4G,Yes,no,3416,6.41,8,256,64,248,2.36,4.95,3
2022,APPLE,flagshp,iOS,5G,No,Yes,4382,6.4,8,256,64,236,3.22,5.77,3
2024, Vivo,Midrange,Android,4G,Yes,No,3907,6.2,8,128,64,256,2.57,5.11,2
2022,Google,Budget,Android, 4g!,No,No,3450,5.82,6,128,32,195,2.52,3.92,2
2018,Xiaomi,Midrange,ANDROI#,4G,yes ,NO,3587,5.33,4,256,32,241,2.54,3.96,2
2022,OnePlus,Budget,Android,4G,No,No,2909,6.35,6,128,48,254,2.51,3.6,1
2016,Samsung,Budget,Android,4G,No,No,2693,5.22,3,64,8,226,1.2,2.34,0
2021, MOTOROLA,Midrange,android,5G,Yes,Yes,3888,5.84,8,256,32,255,2.16,5.26,3
2016,Xiaomi,Budget,Android,3G,No,No,3187,5.46,2,64,8,232,2.24,2.12,0
2023,Apple,Flagship,iOS,5G, No ,Yes,4248,6.22,12,512,64,248,2.44,5.52,3
2018,Google,FLAGSHIP,ANDROID,4G,No,No,4194,5.8,8,256,48,260,2.53,4.83,3
2015,Xiaomi,Budget,Android,4G,Yes,No ,2665,4.74,4,32,24,231,1.79,1.0,0
2015,Sony ,Budget *,Android, 3G, yes, No #,2276,5.01,2,32,24,243,1.47,2.16,0
2017,samsung$,Midrange,Android, 4G , Yes ,No,3048,5.2,4,128,48,237,2.25,3.61,1
2020,Xiaomi,NA,Android,4G,yes,No,4062,5.95,8,256,32,236,2.91,4.96,3
2019,Apple,Midrange,iOS,4G,No,NA,3463,5.56,6,128,24,228,2.6,3.82,2
2021,OnePlus,BUDGET, Android,4G,No,No ,2816,5.88,4,128,24,238,1.66,2.81,1
2022,Apple,Midrange,iOS,5g,No,yes ,4295,6.08,6,256,64,260,2.45,4.55,2
2015,Google,Budget,Android,4G,Yes,no,2829,5.16,2,32,16,238,1.41,1.53,0
2023,Vivo,Midrange,ANDROID,5G , yes,Yes,3727,5.74,8,256,48,229,2.92,4.67,2
2023,Samsung,Midrange,Android, 5g,yes ,Yes,4179,5.78,8,128,64,260,2.48,6.93,2
2024,Vivo, MIDRANGE ,Android,4G,Yes,No,3118,6.66,8,128,48,260,3.08,5.81,3
2024,Samsung,Midrange,Android,4g, yes#,No,4042,6.67,12,256,64,248,3.23,6.51,3
2024,Vivo,MIDRANGE,Android $,5G,Yes,Yes,3794,7.03,8,256,48,259,2.42,5.12,3
2016,Xiaomi,Budget,ANDROID #,3G,Yes,No,2179,5.09,6,32,12,210,1.54,2.39,0
2018, samsung,Budget,Android,4G,No,No,2886,5.06,6,64,32,245,1.42,3.32,0
2022,Vivo,Midrange$, android,4G,Yes,No,3934,6.25,8,128,64,260,2.82,4.6,1
2023,Samsung, Midrange, android,5G,Yes,Yes,3890,6.63,8,256,64,260,2.49,4.94,3
2015,Samsung,mdrange,Android,4G,Yes,No,3454,5.37,3,128,12,239,2.29,2.93,0
2021,Vivo, Midrange,Android,4G,Yes,No,3270,5.89,8,256,64,260,2.75,5.38,3
2017,Oppo,Budget,Android, 4G ,Yes,No,2383,5.46,4,64,12,237,2.26,3.01,0
2020,Oppo, BUDGET ,Android,4G,No,No,3479,5.42,4,NA,32,222,2.22,2.91,0
2019,Nokia,MIDRANG#, Android ,4G,Yes,No,2783,5.62,6,256,24,245,1.83,2.19,3
2017,OnePlus,Midrange,Android,4G, Yes,No,3269,5.49,4,128,32,254,2.19,3.97,0
2020,google ,Midrange,android,4G!,No, No,3437,5.53,8,128,48,239,2.46,3.94,2
2016,Google,Midrange,Android,4G,Yes, No,2903,5.52,6,64,48,200,2.55,3.69,0
2022,Samsung, midrage #,Android,4G,Yes,No,4565,5.79,8,256,48,241,2.54,4.57,3
2022,Huawei,Budget,Android,4G,YES,No,3703,6.34,8,128,48,238,2.03,4.53,2
2024,Oppo,Midrange,Android,4G,No,No,4406,6.17,8,128,64,243,3.05,6.24,2
NA,ONEPLUS,Budget,ANDROID,4G,Yes,no,3365,5.53,6,128,32,246,2.48,3.01,0
2019,Google,Budget, android,4G,yes ,No,3446,5.61,4,128,8,245,2.1,2.79,1
2015, APPLE ,Midrage,iOS,4G,No,No,2653,5.13,4,128,24,217,1.9,3.3,0
2020,Motorola,Budget,Android,4g,Yes$,No,3272,5.26,6,128,16,256,1.7,4.55,2
2023,Apple,Midrange,iOS,4G,no!, no,3922,6.5,8,256,64,260,2.97,5.14,3
2024,Vivo,Midrange ,Android,5G,Yes,Yes,4154,6.72,12,256,64,257,2.76,5.82,3
2019, apple ,Budget,ios ,4G,No,No,2890,4.75,4,128,16,229,1.62,2.87,0
2018,Apple,Midrange,iOS,4G,No,No,3319,5.16,8,64,48,230,2.12,3.65,NA
2024,Huawei,Budget,HarmonyOS,4G,No,No,3012,6.77,8,128,64,260,1.91,4.55,2
2020,SONY,MIDRANGE*,Android,5G,YES,Yes ,3681,5.62,6,256,48,252,2.63,4.31,3
2016,OnePlus,Midrange, Android,4G,Yes,No,3168,5.63,4,128,8,220,2.22,4.1,0
2016,Samsung,MIDRANE#,android!,3G, YES,NO,2622,5.08,4,128,32,230,1.97,3.29,0
2019,Samsung,Flagship,Android,4G ,No,No,4331,5.47,6,256,64,NA,2.44,4.97,NA
2015,Motorola,Midrange,Android,4G,YES, No ,2390,4.88,4,NA,16,230,2.02,3.26,0
2020,OPPO,Budget,Android, 4G,No,no,3400,5.59,6,64,32,206,2.11,3.75,1
2023,Oppo,Budet,Android, 5G , YES ,Yes ,3989,5.93,8,128,48,259,2.36,4.14,2
2016,NA,Flagship,iOS,3G,No,No,3860,5.51,6,256,24,220,2.94,5.07,3
2015,Apple,Budget,iOS,3G,No,No,2278,4.7,3,64,12,232,1.75,1.62,0
2019,Google,MIDRANGE,Android, 4g$,Yes $,No,3315,6.43,4,128,48,260,2.46,3.83,2
2022,Vivo,Budget,Android,4G,No,No,3025,5.78,8,64,32,259,2.06,3.96,2
2020,Huawei,Midrange,Android,4G,Yes,No,4686,5.71,8,256,32,238,2.18,4.6,2
2020,Google,Midrange,ANDROID,4G, Yes,no,4125,6.25,8,64,48,260,2.76,4.36,2
2022,OnePlus,Midrange,Android,5G,No,Yes,3201,6.25,8,256,48,258,2.49,4.8,3
2021,VIVO,Midrange, ANDROID,4G,Yes,No,3868,6.52,8,128,48,260,3.02,4.66,2
2022,Apple,Midrange,iOS,5G,no, Yes,4093,5.75,6,256,64,240,2.57,5.54,3
2017,Google,Midrange,Android,3G,No,No,3105,5.3,6,256,48,253,2.1,3.73,3
2023,huawei ,Midrange,Android,4g ,YES,No,4324,6.48,6,128,48,234,2.27,5.43,3
2023,oneplus,Midrange,Android,5g,Yes,Yes,3487,6.06,8,256,64,232,3.07,4.99,3
2023, Samsun!,Flagship,Android,5G , YES , YES,4574,6.75,12,512,64,260,3.04,6.88,3
2022,Google,Budget,Android,4g,No,No,3738,5.75,6,128,32,225,2.1,3.37,1
2022,Google,budget ,Android,4G,Yes,no,3301,5.68,6,64,32,215,2.41,4.54,1
2018,OnePlus,Budget ,Android,4G, yes ,NO,2714,5.1,4,64,16,226,2.0,2.1,0
2024,Apple,Budget,iOS,4G ,No,No,3826,6.01,8,32,48,251,2.51,4.29,2
2021,Vivo,Budget,NDROID ,4G ,Yes,No,3053,5.53,4,128,32,254,2.06,4.24,1
2023, Oppo,Midrange,Android,4G,Yes,No,3639,6.59,8,128,64,246,2.76,4.81,2
2020,motorola ,Midrange,Android, 4G,No,No,2928,5.75,8,256,64,230,2.54,4.73,3
2016,Sony,Budget,Android,4G,No,No,2470,5.3,2,NA,8,258,1.65,2.28,0
2019,Google,budget, ANDROID,4G,NO,No,3405,5.1,4,64,24,235,1.63,2.71,0
2018,Apple,Budget,iOS,4G,No,No,1800,5.65,2,64,12,239,2.0,2.46,0
2017,Xiaomi,Flagship, Android ,3G,No,No,2799,6.19,6,256,48,249,2.3,4.38,2
2015,Oppo, Mirange ,Android ,3G,Yes,No,2793,5.98,2,128,32,260,2.35,3.27,1
2020,Xiaomi,Midrange,Android,4G, YES,NO,3463,5.71,8,128,48,239,2.44,4.67,2
2020,Oppo,Budget,android ,4G, Yes,No,3490,5.65,6,128,32,238,2.22,3.8,1
2022,MOTOROLA$,Flagship,Android,4G,No,No,3934,6.97,12,512,64,260,3.38,6.85,3
2018,Vivo,Midrange,Android,4G,Yes,No,3066,5.74,4,128,16,260,2.13,4.54,1
2024,Xiaomi, Midrange,Android, 5g,yes,yes,4011,6.41,12,128,64,260,2.53,NA,3
2018,Samsung,Flagship,Android,4G,Yes,No,3050,6.36,NA,128,48,260,2.55,4.52,2
2023,Samsung,Midrange,Android,4G,No,No,4533,6.84,8,256,48,260,2.74,5.46,3
2020,Google!,Midrange,Android,4G,yes,No,3178,6.15,6,128,32,244,2.28,4.68,2
2020,Huawei,Budget, Anroid*,4G,yes, No,3275,5.63,4,128,16,244,2.02,3.04,0
2016,Sony,Midrange,ANDROID ,4G,Yes,No,3555,5.22,6,128,12,227,2.39,3.65,1
2023,Vivo,Midrange,Android*,5g,No ,Yes,3839,6.55,8,256,48,260,2.43,5.44,3
2022,Huawei,Midrange,HarmonyOS ,NA, No,YES,3636,6.3,6,256,48,221,2.34,4.82,2
2016,Motorola, Budget,Android ,4G, YES ,No,2652,4.93,3,32,8,234,1.89,2.82,0
2024,SAMSUNG,Flagship,Android, 5g,No ,Yes,4511,6.47,12,256,64,248,3.09,6.92,3
2016,Sony,Budget,Android,3G,Yes,No,2190,4.99,6,32,8,215,1.84,1.39,0
2018,Xiaomi,Midrange,Android,4G,no ,no ,4034,5.56,6,256,32,257,2.42,3.72,2
2016,Sony,Flagship,ANDROID, 4G*,Yes,No,3143,5.56,6,256,48,226,2.24,4.35,2
2024,Oppo,Midrange,Android,5G,No,Yes,3969,6.1,8,256,48,248,2.27,6.67,3
2018,Xiaomi,Midrange, ANDROID ,4G,Yes,no#,4391,5.07,4,128,32,224,2.23,4.56,2
2022, Google ,Budget,android ,4G ,Yes,No,3266,6.4,6,128,48,260,1.98,3.9,2
2018,Xiaomi,Budget,Android,4G,Yes,No,3004,5.27,2,64,24,249,1.92,3.03,0
2018,huawei,Flagship,Android,4G,Yes,No,NA,5.72,8,256,48,244,2.9,4.57,3
2024,Samsung,Midrange,Android, 4G*,Yes,No,3404,6.79,8,256,64,236,2.73,6.04,2
2023,Apple,Midrange,iOS,5G,No,Yes,3607,6.0,8,256,48,244,2.35,5.59,2
NA,Xiaomi,NA,Android,4G, no,No,3346,5.71,6,128,32,230,2.4,3.52,1
2017,Samsung,Flagship,Android, 4g,Yes,No,3318,5.9,8,256,48,260,2.77,4.67,3
2015,Apple ,Midrange,iOS,3G,No,NO,3073,4.43,6,128,NA,227,1.89,2.98,1
2015,Xiaomi,Midrange,Android,3G,Yes,No,3289,5.08,4,128,24,256,1.82,2.88,1
2022,Apple,Budget, IOS !,4G,No,No,3434,5.69,4,128,48,227,2.27,3.14,1
2022,Samsung,Midrange,Anroid,5G,Yes,Yes,3958,6.16,8,256,48,228,2.26,4.51,3
2015,Motorola,MIDRAGE,Android,3G,Yes,No,2437,4.96,6,128,16,234,2.14,3.4,0
2017,Oppo,Midrange #,Android,4G#, yes,NO ,3062,5.63,6,128,32,226,2.18,3.43,1
2015,OnePlus,Budget,Android,4G,No,NO ,2292,4.72,4,32,16,218,1.2,2.92,0
2017,Huawei,Midrange,Android,3G,Yes,No ,3540,5.37,6,128,32,258,2.34,3.14,1
2020,Xiaomi,Midrange,Android,4G *,Yes,No,3812,6.04,8,128,48,260,2.25,4.37,1
2016,Google,budget,Android,4G ,Yes,No,2695,4.79,2,32,8,184,1.54,2.73,0
2023,Xiaomi,Midrange,Andoid,4G,Yes,No,3462,5.99,8,256,48,228,2.94,4.91,3
2015,Google,Midrange,Android,3G,yes,No,2834,4.92,4,128,16,206,2.25,3.44,1
2018,OnePlus,Midrange,Android, 4G,No, NO ,2987,6.0,6,64,32,244,2.6,4.01,2
2019,Samsung,budget!,Android,4G,Yes,No*,NA,5.66,4,64,24,228,1.94,3.41,0
2024,Xiaomi,Flagship,Android, 5G,Yes,Yes,4416,6.61,12,256,64,242,2.99,6.51,3
2017,Oppo,Midrange,Android,3G,No,No#,3353,5.21,4,128,32,242,1.75,4.0,1
2015,OnePlus, Flagship,Android,3G, YES,No,3592,6.03,6,128,32,248,2.61,4.28,2
2016,Xiaomi,Budget,Android,3G,Yes#,No ,2794,4.85,2,32,12,237,1.67,1.0,0
2022,Xiaomi, BUDGET,Android,4G,No,No,3177,NA,6,64,24,236,2.3,4.37,1
2022,OnePlus,Midrange,andoid$,4g,Yes,No,3568,6.72,8,128,48,236,2.77,4.83,2
2019,motorola $,Midrange,ANDOID,4G,Yes,No,3417,6.14,8,128,48,260,1.88,4.34,1
2016,Motorola,Budget,Android,4G,Yes,No,2277,4.98,4,32,8,216,1.76,2.44,0
2022,Xiaomi,Midrange,Android,4G,Yes,No,3810,6.35,8,128,48,260,2.31,5.19,2
2017,Oppo,Budget,android,4G,Yes,no ,2344,5.56,4,32,16,NA,1.2,3.27,0
2018,oppo*,Budget,Android,4G,Yes,No,2741,5.18,2,32,8,215,1.9,4.15,0
2022,Sony,Budget,Android,5G,Yes,Yes ,3415,5.48,8,64,32,260,2.27,3.47,2
2019,Vivo,Budget,ANDRID ,4G,yes , NO ,3466,5.33,6,32,8,230,2.08,3.2,0
2024,Oppo,Budget,Android,5G,No,Yes ,3477,5.95,6,128,64,243,1.97,4.23,3
2016,Apple,Budget, iOS, 3G!,No,No,2424,4.63,4,64,16,229,1.77,1.37,0
2023,Sony,Budget,androi,4G,Yes *,No,2990,5.71,8,64,48,218,2.15,4.79,2
2015,Samsung,Budget,android,4G,No,No,2770,5.03,4,32,12,231,1.47,1.1,0
2020,Apple, Budget,iOS,4G, no,No,2901,5.63,4,128,32,233,2.13,3.76,1
2023,Apple,Midrange,iOS,5G,No,Yes,3449,6.91,8,256,64,255,2.77,5.08,3
2024, okia, BUDGET,Android,4G,No,No,3533,6.45,8,128,24,251,2.04,5.03,2
2017,Xiaomi, Budget ,Android,4G,Yes,No,2866,4.98,3,64,8,198,NA,2.6,0
2022,Samsung, MIDRANGE,Android,4G , YES,No *,3114,5.89,8,256,32,240,2.1,4.84,2
2018,Xiaomi, Budget,Android,4g, yes,No,2650,5.68,6,128,24,257,1.9,3.0,2
2015,APPLE,Midrange,iOS,4G,No,No,3041,4.86,6,64,24,236,1.64,2.86,1
2016,Xiaomi,Midrange,Android,4G,YES,No,2632,5.23,4,128,24,256,1.91,4.08,0
2022,Oppo,Budget,Android,4G,Yes,No,3491,6.01,6,64,32,249,1.92,4.21,1
2023,Sony,Budget,Android,5G,No, Yes,3120,5.96,6,128,24,222,2.23,4.31,1
2016,Vivo,Budget, android,4G,no,No,2149,5.19,3,32,16,238,1.28,2.3,1
2022,Xiaomi,MIDRANGE ,Android,4G,Yes ,No ,3844,5.88,8,256,48,212,2.71,5.12,3
2021,Huawei ,Midrange,Android,4G,Yes,No,NA,6.34,8,256,48,260,2.5,5.51,3
2021,Motorola,Budget,ANDROD,4G,Yes, No,3266,5.76,4,32,32,234,2.05,3.81,1
2018,Apple,BUDGET ,iOS,4G,No,No,2599,5.02,2,128,24,230,1.6,3.62,0
2023,Xiaomi,Budget,Android,4G,No,No,3603,6.17,8,64,64,259,2.55,3.8,2
2017,Google,Midrange,Android,3G,NA,No,3409,5.08,4,128,24,234,2.14,3.46,1
2020,Xiaomi,Midrange,Android,4G,Yes,No,2831,6.09,6,128,48,225,2.64,4.8,2
2022,Nokia,Midrange,Android,4G,Yes$,No,3646,6.5,6,128,32,239,2.87,4.47,2
2020,Xiaomi,Midrange ,Android,4G,Yes,no ,3313,5.79,6,256,48,259,2.27,4.28,2
2022, ONEPLUS , Midrange,Android,4G,Yes,No,3917,6.65,8,128,48,260,2.78,4.8,2
2019,samsung ,Budget,Android,4G,Yes,No,2863,5.2,6,64,16,218,1.98,2.3,1
2016,Xiaomi,Budget,Andoid,3G,No,No,2176,4.61,2,32,8,229,2.06,2.55,0
2024, MOTOROLA#,Flagship,Android,5G,Yes,Yes,4730,6.75,12,256,64,253,3.39,6.82,3
2015,SAMSUNG,Flagship,Android ,4G ,Yes,no,3961,4.72,6,128,32,259,2.92,4.01,2
2018,Apple,Flagship,iOS,4g,No,no ,3389,6.05,8,256,32,227,2.52,4.86,3
2022,OnePlus,Midrange,Android,5G,No,Yes,3806,6.49,6,256,48,260,2.86,4.81,2
2022,XIAOMI, Budget ,Android,4G,No,No*,3910,6.0,8,64,24,219,1.68,4.6,1
2020,Apple,FLAGSHIP ,iOS,5G,No,Yes,4115,6.34,12,512,48,260,2.8,4.92,3
2017,Xiaomi,Midrange,Android,3G,NO*,No,3571,NA,8,256,48,243,2.13,3.2,2
2016,apple, midrange ,iOS,4G ,No,No,2980,5.5,4,128,32,NA,2.17,3.79,1
2017,Vivo,Budget, Android ,3G,yes ,No,2988,5.1,3,64,24,240,1.95,3.11,0
2021,Nokia,Budget,Android,4G,no ,No,3502,5.29,6,128,32,225,2.25,3.88,0
2024,OnePlus,Midrange,Android,4G,No,No,4266,6.58,12,256,64,260,2.37,6.6,3
2022,Xiaomi,Midrange,NA,4G,No,No,3857,6.71,8,256,32,260,2.22,5.36,1
2017,Nokia,Midrange,Android,4G,Yes,No,3831,5.83,6,128,32,247,1.68,3.27,1
2017,Samsung ,Budget,Android,4G,Yes, No,2780,5.36,4,64,12,238,2.25,3.07,0
2023, Motorola,Budget, Androd#,4G,No,No,3245,6.04,8,64,48,260,1.96,4.36,2
