,Year,Brand,Model_Tier,Network_Type,Dual_Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,Storage_GB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,Price_Class
1030,2016,Samsung,Budget,3g,no,no,3465.0,5.23,2.0,64.0,16.0,260.0,1.97,1.96,0
1031,2015,Samsung,Midrange,4g,yes,no,2900.0,5.49,4.0,128.0,24.0,260.0,2.46,3.14,1
1032,2019,Apple,Flagship,4g,no,no,3825.0,6.14,8.0,256.0,64.0,260.0,3.15,5.05,2
1033,2016,Sony,Flagship,4g,yes,no,2142.0,5.79,6.0,128.0,48.0,255.0,2.42,4.09,1
1034,2019,Nokia,Budget,4g,no,no,2909.0,5.61,4.0,64.0,48.0,248.0,2.28,3.28,1
1035,2022,Xiaomi,Midrange,5g,no,yes,3755.0,6.08,8.0,256.0,64.0,260.0,2.15,4.98,3
1036,2019,Oppo,Budget,4g,yes,no,3393.0,4.9,4.0,128.0,32.0,219.0,1.71,3.66,1
1037,2015,Vivo,Midrange,4g,yes,no,3060.0,5.23,4.0,128.0,32.0,245.0,1.9,3.46,0
1038,2023,Samsung,Budget,4g,no,no,3371.0,5.54,8.0,256.0,32.0,213.0,2.06,4.31,2
1039,2021,Sony,Budget,4g,no,no,2786.0,5.52,6.0,128.0,24.0,219.0,2.01,4.19,1
1040,2021,Nokia,Flagship,5g,yes,yes,4152.0,6.34,8.0,256.0,48.0,241.78,2.6,5.63,3
1041,2020,Google,Midrange,4g,yes,no,4035.0,5.87,6.0,256.0,48.0,259.0,2.4,5.36,2
1042,2020,Nokia,Budget,4g,yes,no,3147.0,4.89,6.0,64.0,48.0,198.0,1.63,3.57,0
1043,2023,Motorola,Budget,4g,yes,no,3842.0,6.18,4.0,128.0,48.0,237.0,2.3,4.9,2
1044,2016,Oneplus,Midrange,4g,yes,no,3083.0,5.67,6.0,128.0,16.0,249.0,1.86,2.83,2
1045,2016,Huawei,Budget,3g,yes,no,2615.0,5.33,2.0,32.0,16.0,252.0,1.99,1.57,0
1046,2023,Samsung,Midrange,4g,no,no,3984.0,6.09,8.0,128.0,48.0,256.0,2.48,6.78,3
1047,2015,Apple,Midrange,4g,no,no,2839.0,5.21,6.0,128.0,24.0,259.0,1.58,3.14,1
1048,2021,Xiaomi,Flagship,4g,no,no,3802.0,6.98,12.0,256.0,64.0,260.0,3.17,6.41,3
1049,2021,Samsung,Budget,4g,no,no,3520.0,4.79,4.0,128.0,48.0,233.0,2.19,3.81,2
1050,2024,Samsung,Budget,4g,no,no,3537.0,6.63,8.0,64.0,64.0,260.0,2.37,4.7,2
1051,2020,Vivo,Budget,4g,no,no,3177.0,5.13,4.0,128.0,24.0,222.0,1.89,2.92,1
1052,2017,Xiaomi,Midrange,4g,yes,no,2829.0,5.43,4.0,128.0,12.0,249.0,2.22,3.87,0
1053,2022,Motorola,Budget,4g,yes,no,3463.0,6.31,6.0,64.0,32.0,240.0,1.85,5.02,1
1054,2019,Xiaomi,Midrange,4g,yes,no,3572.0,5.49,6.0,128.0,48.0,222.0,2.59,4.09,1
1056,2017,Motorola,Budget,4g,yes,no,2251.0,5.08,3.0,32.0,32.0,228.0,1.67,2.05,0
1057,2020,Huawei,Midrange,4g,no,no,2972.0,5.88,6.0,256.0,32.0,245.0,2.33,4.66,2
1058,2018,Sony,Budget,4g,yes,no,2932.0,5.58,2.0,32.0,24.0,251.0,1.67,2.77,0
1059,2015,Nokia,Midrange,4g,no,no,2621.0,5.55,3.0,128.0,24.0,244.0,1.73,2.73,0
1060,2023,Xiaomi,Budget,5g,yes,yes,3408.0,6.33,8.0,256.0,24.0,260.0,2.23,4.9,3
1061,2015,Oneplus,Budget,4g,no,no,2438.0,4.41,2.0,128.0,16.0,223.0,1.69,2.45,0
1062,2019,Oneplus,Flagship,4g,yes,no,4251.0,6.35,8.0,256.0,48.0,260.0,3.25,4.45,3
1063,2018,Xiaomi,Midrange,4g,no,no,2933.0,5.88,6.0,128.0,48.0,249.0,2.71,3.6,2
1064,2017,Vivo,Midrange,3g,yes,no,2825.0,5.56,3.0,64.0,32.0,230.0,2.34,3.46,0
1065,2024,Apple,Flagship,5g,no,yes,4044.0,6.5,12.0,128.0,64.0,260.0,3.46,4.08,3
1066,2020,Sony,Midrange,4g,yes,no,3567.0,6.34,8.0,128.0,32.0,260.0,2.54,4.43,2
1067,2024,Vivo,Budget,4g,yes,no,3823.0,6.29,6.0,128.0,64.0,260.0,2.48,4.8,3
1068,2016,Xiaomi,Budget,3g,yes,no,2876.0,4.78,3.0,32.0,8.0,229.0,1.66,2.57,0
1069,2024,Apple,Midrange,5g,no,yes,3817.0,6.13,8.0,128.0,64.0,260.0,2.68,5.14,2
1070,2017,Samsung,Budget,3g,no,no,3124.0,5.23,6.0,32.0,8.0,222.0,2.04,2.59,0
1071,2022,Google,Flagship,5g,no,yes,3769.0,6.39,12.0,256.0,64.0,253.0,3.03,5.63,3
1072,2023,Vivo,Flagship,4g,no,no,3994.0,6.49,12.0,256.0,64.0,260.0,3.2,6.31,3
1073,2017,Vivo,Midrange,3g,yes,no,3025.0,5.89,6.0,128.0,24.0,254.0,1.77,4.4,1
1074,2019,Xiaomi,Midrange,4g,yes,no,3743.0,5.38,6.0,128.0,24.0,239.0,1.83,3.48,1
1075,2021,Oneplus,Midrange,4g,yes,no,2963.0,5.95,6.0,256.0,48.0,241.0,2.37,4.98,3
1076,2015,Apple,Midrange,4g,no,no,3125.0,4.54,3.0,128.0,16.0,221.0,1.93,3.64,1
1077,2021,Sony,Budget,4g,yes,no,3104.0,5.47,6.0,128.0,32.0,243.0,2.0,4.54,2
1078,2018,Huawei,Budget,4g,no,no,2563.0,4.82,2.0,32.0,8.0,221.0,1.68,2.66,0
1079,2021,Oneplus,Flagship,5g,no,yes,4317.0,6.24,8.0,256.0,64.0,260.0,3.02,5.97,3
1080,2021,Samsung,Midrange,4g,yes,no,3330.0,6.31,8.0,256.0,48.0,254.0,2.62,4.83,3
1082,2023,Nokia,Budget,4g,yes,no,3172.0,6.31,6.0,128.0,48.0,239.0,2.21,5.02,1
1083,2022,Apple,Budget,5g,no,yes,3605.0,5.57,4.0,128.0,48.0,246.0,2.19,3.3,2
1084,2023,Google,Budget,5g,yes,yes,3858.0,5.92,6.0,128.0,24.0,227.0,2.03,3.85,0
1085,2023,Samsung,Midrange,5g,yes,yes,4475.0,5.97,8.0,256.0,48.0,259.0,2.4,4.37,2
1086,2015,Apple,Midrange,3g,no,no,3037.0,5.09,6.0,128.0,32.0,225.0,1.8,3.98,1
1087,2022,Apple,Budget,4g,no,no,3471.0,6.07,6.0,128.0,32.0,213.0,2.14,4.72,2
1088,2023,Motorola,Midrange,5g,yes,yes,3930.0,6.73,12.0,256.0,64.0,253.0,3.04,5.82,2
1089,2019,Oppo,Midrange,4g,no,no,3609.0,6.48,8.0,128.0,32.0,230.0,2.54,4.18,1
1090,2016,Oneplus,Flagship,4g,yes,no,2818.0,5.88,6.0,256.0,16.0,251.0,2.46,4.13,1
1091,2015,Oppo,Budget,3g,yes,no,2491.0,4.82,2.0,32.0,8.0,205.0,1.78,1.83,0
1092,2016,Apple,Flagship,4g,no,no,3519.0,5.46,4.0,256.0,16.0,249.0,2.52,4.65,1
1093,2018,Google,Flagship,4g,yes,no,3825.0,5.41,8.0,256.0,32.0,225.0,2.76,5.13,3
1094,2015,Xiaomi,Budget,4g,yes,no,2253.0,4.31,2.0,64.0,16.0,224.0,1.84,1.56,0
1095,2020,Oneplus,Midrange,4g,yes,no,3978.0,5.95,8.0,256.0,48.0,260.0,2.21,4.64,2
1096,2018,Sony,Budget,4g,yes,no,2698.0,5.67,6.0,128.0,24.0,206.0,1.27,2.93,0
1097,2024,Vivo,Midrange,5g,yes,yes,3561.0,6.68,12.0,128.0,64.0,260.0,2.88,5.96,3
1098,2018,Oppo,Midrange,4g,yes,no,3228.0,5.39,8.0,128.0,48.0,242.0,2.19,3.9,2
1099,2024,Apple,Budget,5g,no,yes,3267.0,6.55,8.0,128.0,48.0,228.0,2.48,5.08,2
1100,2017,Oppo,Midrange,4g,yes,no,3105.0,5.7,8.0,128.0,16.0,244.0,2.11,3.42,2
1101,2017,Sony,Budget,3g,no,no,3031.0,5.19,6.0,64.0,8.0,253.0,1.54,1.93,0
1102,2020,Samsung,Midrange,4g,yes,no,3223.0,5.43,8.0,256.0,48.0,221.0,2.28,4.07,3
1103,2017,Google,Midrange,4g,yes,no,3276.0,5.56,4.0,128.0,32.0,240.0,2.19,4.57,1
1104,2018,Nokia,Budget,4g,no,no,3180.0,5.43,3.0,128.0,32.0,225.0,2.04,2.87,1
1105,2018,Xiaomi,Budget,4g,yes,no,2770.0,4.86,4.0,32.0,32.0,216.0,1.64,3.44,0
1106,2022,Huawei,Flagship,5g,yes,yes,3918.0,6.81,8.0,256.0,64.0,260.0,3.03,6.08,3
1107,2021,Oneplus,Budget,4g,no,no,2772.0,5.7,4.0,64.0,64.0,225.0,2.08,3.75,1
1108,2019,Huawei,Budget,4g,yes,no,2752.0,5.08,4.0,64.0,16.0,233.0,1.86,3.23,0
1109,2017,Xiaomi,Flagship,4g,yes,no,2828.0,5.66,8.0,128.0,32.0,260.0,2.9,3.61,2
1110,2015,Motorola,Midrange,4g,yes,no,2828.0,5.17,6.0,128.0,16.0,210.0,1.73,3.11,0
1111,2024,Samsung,Midrange,4g,yes,no,4696.0,6.79,8.0,256.0,48.0,260.0,2.64,5.0,3
1112,2016,Motorola,Midrange,3g,yes,no,3435.0,5.27,6.0,256.0,12.0,237.0,2.5,2.69,1
1113,2023,Apple,Midrange,5g,no,yes,4004.0,6.64,8.0,256.0,48.0,260.0,2.6,4.76,2
1114,2021,Xiaomi,Budget,4g,no,no,2929.0,5.57,6.0,128.0,32.0,210.0,2.13,4.33,1
1116,2023,Xiaomi,Midrange,4g,yes,no,4939.0,6.06,8.0,256.0,64.0,260.0,2.42,4.7,3
1117,2023,Samsung,Midrange,4g,yes,no,3898.0,6.11,8.0,256.0,64.0,242.0,2.64,5.39,3
1118,2015,Samsung,Midrange,4g,yes,no,2766.0,5.34,6.0,32.0,32.0,230.0,1.97,2.72,1
1119,2023,Oneplus,Midrange,5g,no,yes,3737.0,6.48,12.0,128.0,48.0,258.0,2.64,5.27,3
1120,2020,Motorola,Budget,4g,yes,no,3449.0,5.43,4.0,64.0,32.0,246.0,2.53,3.16,1
1121,2015,Oneplus,Flagship,3g,no,no,2938.0,5.33,6.0,256.0,32.0,258.0,2.26181146025878,4.02,2
1122,2024,Samsung,Midrange,4g,no,no,3983.0,6.51,8.0,256.0,64.0,260.0,3.17,6.24,3
1123,2020,Huawei,Budget,4g,no,no,2788.0,6.01,6.0,128.0,16.0,258.0,2.25,3.46,0
1124,2016,Apple,Midrange,3g,no,no,2535.0,5.04,4.0,256.0,16.0,221.0,1.99,3.5,1
1125,2018,Huawei,Budget,4g,no,no,2967.0,5.27,3.0,128.0,32.0,229.0,1.86,3.38,0
1126,2019,Xiaomi,Flagship,4g,yes,no,3659.0,6.57,8.0,256.0,64.0,260.0,3.26,5.24,3
1127,2017,Samsung,Budget,4g,no,no,2640.0,4.83,2.0,64.0,8.0,238.0,1.71,2.18,0
1128,2016,Xiaomi,Midrange,4g,no,no,3075.0,5.24,3.0,128.0,32.0,240.0,1.94,2.75,0
1130,2024,Vivo,Budget,4g,yes,no,3244.0,6.48,8.0,256.0,48.0,258.0,2.18,5.14,2
1131,2022,Apple,Midrange,4g,no,no,4115.0,6.08,8.0,256.0,32.0,260.0,2.66,5.5,3
1132,2020,Oppo,Budget,4g,yes,no,3526.0,5.63,6.0,64.0,32.0,241.0,1.6,2.89,1
1133,2021,Motorola,Budget,4g,no,no,3551.0,5.14,6.0,64.0,48.0,204.0,1.88,2.7,1
1134,2024,Apple,Budget,4g,no,no,4216.0,6.02,8.0,32.0,24.0,236.0,1.72,5.11,2
1135,2024,Samsung,Budget,5g,no,yes,3332.84,5.78,8.0,32.0,64.0,239.0,2.36,4.58,2
1136,2020,Nokia,Midrange,4g,yes,no,3480.0,6.48,6.0,128.0,24.0,244.0,2.62,4.01,1
1137,2016,Motorola,Budget,3g,yes,no,2100.0,5.12,3.0,32.0,16.0,227.0,1.4,2.83,0
1138,2017,Samsung,Budget,4g,yes,no,2887.0,5.09,4.0,64.0,24.0,247.0,1.71,2.68,0
1139,2019,Samsung,Midrange,4g,yes,no,3014.0,5.89,6.0,128.0,24.0,260.0,2.09,3.73,1
1140,2021,Apple,Midrange,4g,no,no,4002.0,5.78,6.0,256.0,48.0,251.0,2.43,4.53,2
1141,2023,Samsung,Budget,5g,yes,yes,3611.0,6.24,6.0,64.0,32.0,240.0,2.13,4.35,1
1142,2022,Google,Budget,4g,yes,no,3508.0,5.52,8.0,256.0,32.0,238.0,2.19,4.46,1
1143,2019,Vivo,Budget,4g,yes,no,3104.0,5.3,6.0,64.0,48.0,224.0,2.05,3.46,1
1144,2015,Apple,Midrange,4g,no,no,3128.0,5.14,3.0,128.0,32.0,248.0,2.42,2.22,1
1145,2019,Oppo,Midrange,4g,yes,no,3720.0,5.27,4.0,128.0,48.0,245.0,2.07,3.9,0
1146,2024,Samsung,Budget,5g,yes,yes,4299.0,5.9,4.0,128.0,32.0,255.0,2.53,4.4,2
1147,2022,Xiaomi,Midrange,4g,yes,no,3685.0,6.02,8.0,256.0,48.0,260.0,2.8,5.31,3
1148,2022,Xiaomi,Midrange,4g,no,no,3552.0,6.12,12.0,256.0,48.0,260.0,2.51,5.75,3
1149,2024,Vivo,Budget,4g,no,no,4206.0,5.54,6.0,128.0,64.0,243.0,2.55,3.73,2
1150,2022,Apple,Midrange,4g,no,no,3908.0,6.3,8.0,256.0,48.0,255.0,2.43,4.96,2
1151,2021,Nokia,Midrange,4g,yes,no,3710.0,5.98,6.0,128.0,48.0,260.0,2.33,5.15,2
1152,2021,Huawei,Midrange,4g,yes,no,4345.0,6.2,8.0,128.0,32.0,236.0,2.82,4.92,2
1153,2022,Xiaomi,Midrange,5g,no,yes,3279.0,5.88,6.0,256.0,64.0,260.0,2.48,5.41,3
1154,2016,Sony,Budget,3g,yes,no,2387.0,5.06,3.0,32.0,16.0,260.0,1.49,2.2,1
1155,2021,Oppo,Midrange,4g,yes,no,3219.0,6.24,6.0,256.0,64.0,236.0,2.91,4.73,2
1156,2020,Google,Flagship,4g,yes,no,3679.0,6.71,12.0,256.0,64.0,251.0,2.92,5.07,3
1157,2024,Sony,Midrange,5g,no,yes,4225.0,6.57,8.0,256.0,48.0,260.0,2.57,5.07,3
1158,2021,Oppo,Flagship,4g,yes,no,3951.0,6.44,12.0,256.0,48.0,233.0,2.44,6.64,3
1159,2019,Xiaomi,Budget,4g,yes,no,2926.0,5.73,2.0,64.0,8.0,248.0,2.16,3.03,0
1160,2018,Vivo,Budget,4g,yes,no,3003.0,5.28,4.0,32.0,24.0,227.0,1.48,2.95,0
1161,2021,Apple,Budget,4g,no,no,2902.0,5.2,6.0,32.0,32.0,195.0,1.8,4.24,1
1162,2024,Apple,Flagship,5g,no,yes,4002.0,6.7,12.0,256.0,64.0,260.0,2.95,7.04,3
1163,2016,Apple,Midrange,4g,no,no,2994.0,5.01,6.0,128.0,32.0,240.0,2.28,3.22,1
1164,2019,Samsung,Midrange,4g,yes,no,3471.0,5.45,6.0,128.0,32.0,231.0,2.39,3.67,1
1165,2023,Vivo,Budget,4g,no,no,3386.0,6.02,8.0,128.0,48.0,255.0,2.27,3.93,2
1166,2017,Oppo,Budget,4g,yes,no,2126.0,4.44,4.0,64.0,16.0,242.0,2.02,2.99,0
1167,2018,Oneplus,Budget,4g,yes,no,2912.0,5.03,3.0,64.0,12.0,249.0,1.85,3.05,0
1168,2021,Huawei,Midrange,4g,yes,no,3901.0,6.76,6.0,128.0,48.0,238.0,2.49,4.47,2
1169,2022,Oppo,Midrange,4g,yes,no,3433.0,6.47,8.0,256.0,48.0,260.0,2.41,5.22,2
1170,2021,Google,Midrange,4g,no,no,3868.0,5.73,8.0,256.0,48.0,236.0,2.4,4.18,3
1171,2015,Oppo,Midrange,4g,no,no,3219.0,5.03,6.0,128.0,24.0,241.78,2.16,2.67,0
1172,2015,Motorola,Flagship,3g,yes,no,3332.84,5.49,6.0,256.0,32.0,260.0,2.39,3.34,1
1173,2017,Huawei,Budget,4g,yes,no,2866.0,5.19,3.0,128.0,8.0,238.0,1.31,2.6,0
1174,2015,Oneplus,Budget,4g,yes,no,2880.0,4.44,4.0,64.0,16.0,234.0,2.28,2.29,0
1175,2021,Apple,Budget,4g,no,no,2802.0,5.73,6.0,64.0,48.0,240.0,2.05,2.99,1
1176,2018,Nokia,Budget,4g,yes,no,2474.0,5.26,4.0,64.0,32.0,229.0,2.19,2.21,0
1177,2021,Xiaomi,Midrange,4g,no,no,3317.0,5.68,8.0,128.0,32.0,251.0,2.39,4.51,1
1178,2023,Motorola,Midrange,5g,no,yes,3618.0,6.31,8.0,256.0,32.0,222.0,2.44,5.8,2
1179,2016,Motorola,Flagship,4g,yes,no,3490.0,5.14,8.0,256.0,48.0,243.0,2.7,3.45,3
1180,2017,Motorola,Budget,4g,yes,no,2805.0,5.15,4.0,32.0,24.0,260.0,1.2,2.36,0
1181,2017,Huawei,Flagship,4g,no,no,3871.0,4.95,8.0,256.0,48.0,222.0,2.68,4.5,3
1182,2018,Samsung,Flagship,4g,yes,no,4412.0,6.14,8.0,128.0,48.0,260.0,2.53,4.65,3
1183,2022,Xiaomi,Flagship,5g,yes,yes,4141.0,6.63,12.0,512.0,64.0,258.0,2.2,6.35,3
1184,2017,Oppo,Budget,3g,yes,no,3332.84,5.05,4.0,128.0,24.0,207.0,1.7,1.89,0
1185,2020,Sony,Midrange,4g,no,no,3504.0,5.89,8.0,256.0,64.0,219.0,2.18,4.17,2
1186,2022,Xiaomi,Budget,4g,yes,no,2711.0,6.18,6.0,128.0,48.0,241.0,1.81,3.61,2
1187,2018,Sony,Budget,4g,no,no,2963.0,5.26,4.0,128.0,8.0,204.0,1.9,4.08,0
1188,2015,Apple,Budget,3g,no,no,1965.0,5.38,2.0,128.0,8.0,229.0,1.96,2.18,0
1189,2022,Samsung,Midrange,4g,yes,no,3990.0,6.18,6.0,256.0,64.0,253.0,3.04,4.84,3
1190,2023,Google,Midrange,4g,yes,no,3920.0,6.26,8.0,256.0,64.0,254.0,3.01,5.23,3
1191,2019,Nokia,Midrange,4g,yes,no,3945.0,5.91,6.0,128.0,32.0,260.0,2.69,4.45,1
1192,2018,Samsung,Midrange,4g,yes,no,3497.0,5.1,4.0,128.0,32.0,257.0,2.17,3.6,1
1193,2023,Oneplus,Midrange,4g,no,no,4359.0,6.04,8.0,256.0,32.0,225.0,2.22,6.1,2
1194,2022,Nokia,Budget,5g,yes,yes,2821.0,5.4,6.0,128.0,32.0,232.0,2.19,4.6,2
1195,2021,Oneplus,Midrange,4g,yes,no,3416.0,6.41,8.0,256.0,64.0,248.0,2.36,4.95,3
1196,2022,Apple,Flagship,5g,no,yes,4382.0,6.4,8.0,256.0,64.0,236.0,3.22,5.77,3
1197,2024,Vivo,Midrange,4g,yes,no,3907.0,6.2,8.0,128.0,64.0,256.0,2.57,5.11,2
1198,2022,Google,Budget,4g,no,no,3450.0,5.82,6.0,128.0,32.0,195.0,2.52,3.92,2
1199,2018,Xiaomi,Midrange,4g,yes,no,3587.0,5.33,4.0,256.0,32.0,241.0,2.54,3.96,2
1200,2022,Oneplus,Budget,4g,no,no,2909.0,6.35,6.0,128.0,48.0,254.0,2.51,3.6,1
1201,2016,Samsung,Budget,4g,no,no,2693.0,5.22,3.0,64.0,8.0,226.0,1.2,2.34,0
1202,2021,Motorola,Midrange,5g,yes,yes,3888.0,5.84,8.0,256.0,32.0,255.0,2.16,5.26,3
1203,2016,Xiaomi,Budget,3g,no,no,3187.0,5.46,2.0,64.0,8.0,232.0,2.24,2.12,0
1204,2023,Apple,Flagship,5g,no,yes,4248.0,6.22,12.0,512.0,64.0,248.0,2.44,5.52,3
1205,2018,Google,Flagship,4g,no,no,4194.0,5.8,8.0,256.0,48.0,260.0,2.53,4.83,3
1206,2015,Xiaomi,Budget,4g,yes,no,2665.0,4.74,4.0,32.0,24.0,231.0,1.79,1.0,0
1207,2015,Sony,Budget,3g,yes,no,2276.0,5.01,2.0,32.0,24.0,243.0,1.47,2.16,0
1208,2017,Samsung,Midrange,4g,yes,no,3048.0,5.2,4.0,128.0,48.0,237.0,2.25,3.61,1
1211,2021,Oneplus,Budget,4g,no,no,2816.0,5.88,4.0,128.0,24.0,238.0,1.66,2.81,1
1212,2022,Apple,Midrange,5g,no,yes,4295.0,6.08,6.0,256.0,64.0,260.0,2.45,4.55,2
1213,2015,Google,Budget,4g,yes,no,2829.0,5.16,2.0,32.0,16.0,238.0,1.41,1.53,0
1214,2023,Vivo,Midrange,5g,yes,yes,3727.0,5.74,8.0,256.0,48.0,229.0,2.92,4.67,2
1215,2023,Samsung,Midrange,5g,yes,yes,4179.0,5.78,8.0,128.0,64.0,260.0,2.48,6.93,2
1216,2024,Vivo,Midrange,4g,yes,no,3118.0,6.66,8.0,128.0,48.0,260.0,3.08,5.81,3
1217,2024,Samsung,Midrange,4g,yes,no,4042.0,6.67,12.0,256.0,64.0,248.0,3.23,6.51,3
1218,2024,Vivo,Midrange,5g,yes,yes,3794.0,7.03,8.0,256.0,48.0,259.0,2.42,5.12,3
1219,2016,Xiaomi,Budget,3g,yes,no,2179.0,5.09,6.0,32.0,12.0,210.0,1.54,2.39,0
1220,2018,Samsung,Budget,4g,no,no,2886.0,5.06,6.0,64.0,32.0,245.0,1.42,3.32,0
1221,2022,Vivo,Midrange,4g,yes,no,3934.0,6.25,8.0,128.0,64.0,260.0,2.82,4.6,1
1222,2023,Samsung,Midrange,5g,yes,yes,3890.0,6.63,8.0,256.0,64.0,260.0,2.49,4.94,3
1223,2015,Samsung,Midrange,4g,yes,no,3454.0,5.37,3.0,128.0,12.0,239.0,2.29,2.93,0
1224,2021,Vivo,Midrange,4g,yes,no,3270.0,5.89,8.0,256.0,64.0,260.0,2.75,5.38,3
1225,2017,Oppo,Budget,4g,yes,no,2383.0,5.46,4.0,64.0,12.0,237.0,2.26,3.01,0
1226,2020,Oppo,Budget,4g,no,no,3479.0,5.42,4.0,128.0,32.0,222.0,2.22,2.91,0
1227,2019,Nokia,Midrange,4g,yes,no,2783.0,5.62,6.0,256.0,24.0,245.0,1.83,2.19,3
1228,2017,Oneplus,Midrange,4g,yes,no,3269.0,5.49,4.0,128.0,32.0,254.0,2.19,3.97,0
1229,2020,Google,Midrange,4g,no,no,3437.0,5.53,8.0,128.0,48.0,239.0,2.46,3.94,2
1230,2016,Google,Midrange,4g,yes,no,2903.0,5.52,6.0,64.0,48.0,200.0,2.55,3.69,0
1231,2022,Samsung,Midrange,4g,yes,no,4565.0,5.79,8.0,256.0,48.0,241.0,2.54,4.57,3
1232,2022,Huawei,Budget,4g,yes,no,3703.0,6.34,8.0,128.0,48.0,238.0,2.03,4.53,2
1233,2024,Oppo,Midrange,4g,no,no,4406.0,6.17,8.0,128.0,64.0,243.0,3.05,6.24,2
1235,2019,Google,Budget,4g,yes,no,3446.0,5.61,4.0,128.0,8.0,245.0,2.1,2.79,1
1236,2015,Apple,Midrange,4g,no,no,2653.0,5.13,4.0,128.0,24.0,217.0,1.9,3.3,0
1237,2020,Motorola,Budget,4g,yes,no,3272.0,5.26,6.0,128.0,16.0,256.0,1.7,4.55,2
1238,2023,Apple,Midrange,4g,no,no,3922.0,6.5,8.0,256.0,64.0,260.0,2.97,5.14,3
1239,2024,Vivo,Midrange,5g,yes,yes,4154.0,6.72,12.0,256.0,64.0,257.0,2.76,5.82,3
1240,2019,Apple,Budget,4g,no,no,2890.0,4.75,4.0,128.0,16.0,229.0,1.62,2.87,0
1241,2018,Apple,Midrange,4g,no,no,3319.0,5.16,8.0,64.0,48.0,230.0,2.12,3.65,2
1242,2024,Huawei,Budget,4g,no,no,3012.0,6.77,8.0,128.0,64.0,260.0,1.91,4.55,2
1243,2020,Sony,Midrange,5g,yes,yes,3681.0,5.62,6.0,256.0,48.0,252.0,2.63,4.31,3
1244,2016,Oneplus,Midrange,4g,yes,no,3168.0,5.63,4.0,128.0,8.0,220.0,2.22,4.1,0
1245,2016,Samsung,Midrange,3g,yes,no,2622.0,5.08,4.0,128.0,32.0,230.0,1.97,3.29,0
1246,2019,Samsung,Flagship,4g,no,no,4331.0,5.47,6.0,256.0,64.0,241.78,2.44,4.97,2
1247,2015,Motorola,Midrange,4g,yes,no,2390.0,4.88,4.0,128.0,16.0,230.0,2.02,3.26,0
1248,2020,Oppo,Budget,4g,no,no,3400.0,5.59,6.0,64.0,32.0,206.0,2.11,3.75,1
1249,2023,Oppo,Budget,5g,yes,yes,3989.0,5.93,8.0,128.0,48.0,259.0,2.36,4.14,2
1251,2015,Apple,Budget,3g,no,no,2278.0,4.7,3.0,64.0,12.0,232.0,1.75,1.62,0
1252,2019,Google,Midrange,4g,yes,no,3315.0,6.43,4.0,128.0,48.0,260.0,2.46,3.83,2
1253,2022,Vivo,Budget,4g,no,no,3025.0,5.78,8.0,64.0,32.0,259.0,2.06,3.96,2
1254,2020,Huawei,Midrange,4g,yes,no,4686.0,5.71,8.0,256.0,32.0,238.0,2.18,4.6,2
1255,2020,Google,Midrange,4g,yes,no,4125.0,6.25,8.0,64.0,48.0,260.0,2.76,4.36,2
1256,2022,Oneplus,Midrange,5g,no,yes,3201.0,6.25,8.0,256.0,48.0,258.0,2.49,4.8,3
1257,2021,Vivo,Midrange,4g,yes,no,3868.0,6.52,8.0,128.0,48.0,260.0,3.02,4.66,2
1258,2022,Apple,Midrange,5g,no,yes,4093.0,5.75,6.0,256.0,64.0,240.0,2.57,5.54,3
1259,2017,Google,Midrange,3g,no,no,3105.0,5.3,6.0,256.0,48.0,253.0,2.1,3.73,3
1260,2023,Huawei,Midrange,4g,yes,no,4324.0,6.48,6.0,128.0,48.0,234.0,2.27,5.43,3
1261,2023,Oneplus,Midrange,5g,yes,yes,3487.0,6.06,8.0,256.0,64.0,232.0,3.07,4.99,3
1262,2023,Samsung,Flagship,5g,yes,yes,4574.0,6.75,12.0,512.0,64.0,260.0,3.04,6.88,3
1263,2022,Google,Budget,4g,no,no,3738.0,5.75,6.0,128.0,32.0,225.0,2.1,3.37,1
1264,2022,Google,Budget,4g,yes,no,3301.0,5.68,6.0,64.0,32.0,215.0,2.41,4.54,1
1265,2018,Oneplus,Budget,4g,yes,no,2714.0,5.1,4.0,64.0,16.0,226.0,2.0,2.1,0
1266,2024,Apple,Budget,4g,no,no,3826.0,6.01,8.0,32.0,48.0,251.0,2.51,4.29,2
1267,2021,Vivo,Budget,4g,yes,no,3053.0,5.53,4.0,128.0,32.0,254.0,2.06,4.24,1
1268,2023,Oppo,Midrange,4g,yes,no,3639.0,6.59,8.0,128.0,64.0,246.0,2.76,4.81,2
1269,2020,Motorola,Midrange,4g,no,no,2928.0,5.75,8.0,256.0,64.0,230.0,2.54,4.73,3
1270,2016,Sony,Budget,4g,no,no,2470.0,5.3,2.0,128.0,8.0,258.0,1.65,2.28,0
1271,2019,Google,Budget,4g,no,no,3405.0,5.1,4.0,64.0,24.0,235.0,1.63,2.71,0
1272,2018,Apple,Budget,4g,no,no,1800.0,5.65,2.0,64.0,12.0,239.0,2.0,2.46,0
1273,2017,Xiaomi,Flagship,3g,no,no,2799.0,6.19,6.0,256.0,48.0,249.0,2.3,4.38,2
1274,2015,Oppo,Midrange,3g,yes,no,2793.0,5.98,2.0,128.0,32.0,260.0,2.35,3.27,1
1275,2020,Xiaomi,Midrange,4g,yes,no,3463.0,5.71,8.0,128.0,48.0,239.0,2.44,4.67,2
